caste1,degree,employed1,income1,mother1,occupation,religion1,account
Kurmi Kshatriya,B.A. (Arts),Private Sector,INR Under 50 thousand,Hindi,Hotels/Restaurants,Hindu,real
Kayastha,10th,Public Sector,INR Under 50 thousand,Hindi,Others,Hindu,real
Chaudary,12th,Others,INR Under 50 thousand,Hindi,Others,Hindu,real
Rajput,12th,Private Sector,INR Under 50 thousand,Hindi,Telecom/ISP,Hindu,real
Badaga,MBA/PGDM,State Government,INR 1 lakh to 2 lakhs,Kannada,Banking/Insurance/Financial Services,Hindu,real
Vishwakarma,Other Diploma,MNC,INR 1 lakh to 2 lakhs,Kannada,Business Owner/Entrepreneur,Hindu,real
Gowda,B.A. (Arts),State Government,INR 1 lakh to 2 lakhs,Kannada,Construction,Hindu,real
Uppara,CFA (Chartered Financial Analyst),MNC,INR 1 lakh to 2 lakhs,Kannada,Finance and Accounts,Hindu,real
Vysya,B.Com (Commerce),Private Sector,INR 1 lakh to 2 lakhs,Kannada,Finance and Accounts,Hindu,real
Brahmin - Havyaka,M.Ed. (Education),State Government,INR 1 lakh to 2 lakhs,Kannada,Finance and Accounts,Hindu,real
Reddy,BE B.Tech (Engineering),Private Sector,INR 1 lakh to 2 lakhs,Kannada,IT,Hindu,real
Others,12th,Others,INR 1 lakh to 2 lakhs,Kannada,Retail Chains,Christian,real
Brahmin,PG Diploma,Private Sector,INR 10 lakhs to 15 lakhs,Kannada,Advertising/Entertainment/Media,Hindu,real
Savji,BE B.Tech (Engineering),Private Sector,INR 10 lakhs to 15 lakhs,Kannada,Electronics,Hindu,real
Devanga,BE B.Tech (Engineering),MNC,INR 10 lakhs to 15 lakhs,Kannada,IT,Hindu,real
Brahmin Shivalli,MBA/PGDM,MNC,INR 10 lakhs to 15 lakhs,Kannada,IT,Hindu,real
Brahmin - Smartha,BCA (Computer Application),MNC,INR 10 lakhs to 15 lakhs,Kannada,IT,Hindu,real
Lingayath,BE B.Tech (Engineering),MNC,INR 15 lakhs to 20 lakhs,Kannada,IT,Hindu,real
Brahmin - Havyaka,B.Com (Commerce),Others,INR 2 lakhs to 3 lakhs,Kannada,Admin/Secretarial,Hindu,real
Kshatriya,ICWA,State Government,INR 2 lakhs to 3 lakhs,Kannada,Banking/Insurance/Financial Services,Hindu,real
Badaga,CA (Chartered Accountant),Private Sector,INR 2 lakhs to 3 lakhs,Kannada,Construction,Hindu,real
Brahmin,MBA/PGDM,MNC,INR 2 lakhs to 3 lakhs,Kannada,Finance and Accounts,Hindu,real
Brahmin,M.Com. (Commerce),State Government,INR 2 lakhs to 3 lakhs,Kannada,Finance and Accounts,Hindu,real
Yadav,CA (Chartered Accountant),Private Sector,INR 2 lakhs to 3 lakhs,Kannada,Finance and Accounts,Hindu,real
Vokkaliga,Other Diploma,Public Sector,INR 2 lakhs to 3 lakhs,Kannada,Government Employee,Hindu,real
Brahmin,MBA/PGDM,Private Sector,INR 2 lakhs to 3 lakhs,Kannada,Human Resource,Hindu,real
Gowda,M.Ed. (Education),State Government,INR 2 lakhs to 3 lakhs,Kannada,Human Resource,Hindu,real
Brahmin,BE B.Tech (Engineering),MNC,INR 2 lakhs to 3 lakhs,Kannada,IT,Hindu,real
Brahmin - Smartha,MCA PGDCA part time,Others,INR 2 lakhs to 3 lakhs,Kannada,IT,Hindu,real
Vysya,BE B.Tech (Engineering),Private Sector,INR 2 lakhs to 3 lakhs,Kannada,Manufacturing/Engineering/R&D,Hindu,real
Lingayath,B.Com (Commerce),Private Sector,INR 2 lakhs to 3 lakhs,Kannada,Others,Hindu,real
Gowda,BE B.Tech (Engineering),Others,INR 20 lakhs to 25 lakhs,Kannada,Advertising/Entertainment/Media,Hindu,real
Lingayath,ME/M.Tech/MS (Engg/Sciences),MNC,INR 20 lakhs to 25 lakhs,Kannada,IT,Hindu,real
Devanga,MBA/PGDM,MNC,INR 25 lakhs to 30 lakhs,Kannada,Sales/Business Development,Hindu,real
Bahi,Other Diploma,Private Sector,INR 3 lakhs to 4 lakhs,Kannada,Admin/Secretarial,Hindu,real
Brahmin - Smartha,B.Com (Commerce),Private Sector,INR 3 lakhs to 4 lakhs,Kannada,Artists/Animators/Web Designers,Hindu,real
Scheduled Caste,ICWA,Private Sector,INR 3 lakhs to 4 lakhs,Kannada,Artists/Animators/Web Designers,Hindu,real
Lingayath,Arts/Graphic Designing,Private Sector,INR 3 lakhs to 4 lakhs,Kannada,Banking/Insurance/Financial Services,Hindu,real
Scheduled Caste,MBA/PGDM,MNC,INR 3 lakhs to 4 lakhs,Kannada,Banking/Insurance/Financial Services,Hindu,real
Brahmin,B.A. (Arts),MNC,INR 3 lakhs to 4 lakhs,Kannada,Banking/Insurance/Financial Services,Hindu,real
Naik,MBA/PGDM,Private Sector,INR 3 lakhs to 4 lakhs,Kannada,Business Owner/Entrepreneur,Hindu,real
Reddy,M.Ed. (Education),Private Sector,INR 3 lakhs to 4 lakhs,Kannada,Construction,Hindu,real
Kshatriya,B.A. (Arts),Central Government,INR 3 lakhs to 4 lakhs,Kannada,Defence,Hindu,real
Brahmin - Madhwa,MSW (Social Work),Private Sector,INR 3 lakhs to 4 lakhs,Kannada,Health Care,Hindu,real
Naik,MCA/PGDCA,State Government,INR 3 lakhs to 4 lakhs,Kannada,IT,Hindu,real
Protestant,Other Diploma,MNC,INR 3 lakhs to 4 lakhs,Kannada,Manufacturing/Engineering/R&D,Christian,real
Brahmin - Madhwa,MBA/PGDM,MNC,INR 3 lakhs to 4 lakhs,Kannada,Marketing and Communications,Hindu,real
Brahmin -Gowd Saraswat,B.Sc (Science),Private Sector,INR 3 lakhs to 4 lakhs,Kannada,Marketing and Communications,Hindu,real
Vokkaliga,B.Com (Commerce),Central Government,INR 3 lakhs to 4 lakhs,Kannada,Others,Hindu,real
Lingayath,BE B.Tech (Engineering),MNC,INR 3 lakhs to 4 lakhs,Kannada,Purchase/Logistics/Supply chain,Hindu,real
Vokkaliga,BCA (Computer Application),Private Sector,INR 3 lakhs to 4 lakhs,Kannada,Retail Chains,Hindu,real
Scheduled Caste,B.A. (Arts),Private Sector,INR 3 lakhs to 4 lakhs,Kannada,Travel/Airlines,Hindu,real
Lingayath,MBA/PGDM,MNC,INR 4 lakhs to 5 lakhs,Kannada,Banking/Insurance/Financial Services,Hindu,real
Lingayath,PG Diploma,Private Sector,INR 4 lakhs to 5 lakhs,Kannada,Education/Training,Hindu,real
Lingayath,Master of Hospital Administration,Private Sector,INR 4 lakhs to 5 lakhs,Kannada,Health Care,Hindu,real
Brahmin - Madhwa,MD/MS (Medicine),Central Government,INR 4 lakhs to 5 lakhs,Kannada,Health Care,Hindu,real
Brahmin - Madhwa,MBA/PGDM,Private Sector,INR 4 lakhs to 5 lakhs,Kannada,Management/Corporate Professionals,Hindu,real
Lambani,Other Diploma,Private Sector,INR 4 lakhs to 5 lakhs,Kannada,Manufacturing/Engineering/R&D,Hindu,real
Lingayath,BE B.Tech (Engineering),MNC,INR 5 lakhs to 7 lakhs,Kannada,IT,Hindu,real
Protestant,Engineering,Private Sector,INR 5 lakhs to 7 lakhs,Kannada,IT,Christian,real
Lingayath,MBA/PGDM,Others,INR 50 lakhs and above,Kannada,Business Owner/Entrepreneur,Hindu,real
Kuruba,MBA/PGDM,Others,INR 50 lakhs and above,Kannada,Real Estate,Hindu,real
Gowda,BPT (Physiotherapy),Public Sector,INR 50 lakhs and above,Kannada,Business Owner/Entrepreneur,Hindu,real
Brahmin,CA (Chartered Accountant),State Government,INR 7 lakhs to 10 lakhs,Kannada,Banking/Insurance/Financial Services,Hindu,real
Gowda,B.Com (Commerce),Others,INR 7 lakhs to 10 lakhs,Kannada,Business Owner/Entrepreneur,Hindu,real
Kannada Mogaveera,B.Com (Commerce),Private Sector,INR 7 lakhs to 10 lakhs,Kannada,Civil Services/Law Enforcement,Hindu,real
Lingayath,MDS (Master of Dental Surgery),Private Sector,INR 7 lakhs to 10 lakhs,Kannada,Education/Training,Hindu,real
Brahmin - Havyaka,MD/MS (Medicine),Central Government,INR 7 lakhs to 10 lakhs,Kannada,Health Care,Hindu,real
Brahmin - Deshastha,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Kannada,IT,Hindu,real
Devanga,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Kannada,IT,Hindu,real
Lingayath,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Kannada,IT,Hindu,real
Gowda,MS,MNC,INR 7 lakhs to 10 lakhs,Kannada,IT,Hindu,real
Vokkaliga,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Kannada,Manufacturing/Engineering/R&D,Hindu,real
Lingayath,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Kannada,Manufacturing/Engineering/R&D,Hindu,real
Naik,Other Diploma,Others,INR 7 lakhs to 10 lakhs,Kannada,Marketing and Communications,Hindu,real
Brahmin - Havyaka,12th,Others,INR 7 lakhs to 10 lakhs,Kannada,Others,Hindu,real
Gowda,BE B.Tech (Engineering),MNC,Don't wish to specify,Kannada,Admin/Secretarial,Hindu,real
Gowda,BE B.Tech (Engineering),Others,Don't wish to specify,Kannada,Construction,Hindu,real
Lingayath,MBA/PGDM,MNC,Don't wish to specify,Kannada,IT,Hindu,real
Arya Vysya,MBBS,Not Working,Don't wish to specify,Kannada,Non Working,Hindu,real
Nayaka,12th,Private Sector,Don't wish to specify,Kannada,Sales/Business Development,Hindu,real
Sunni,BE B.Tech (Engineering),Private Sector,Don't wish to specify,Kannada,Construction,Muslim,real
Naik/Nayaka,B.Com (Commerce),Others,Don't wish to specify,Kannada,Hotels/Restaurants,Hindu,real
Madiga,MBA/PGDM,Public Sector,Don't wish to specify,Kannada,Management/Corporate Professionals,Hindu,real
Brahmin,B.Com (Commerce),Others,Don't wish to specify,Kannada,Others,Hindu,real
Brahmin Kanada Madhva,MS,Private Sector,Don't wish to specify,Kannada,Telecom/ISP,Hindu,real
Sunni,BHM (Hotel Management),Private Sector,INR 1 lakh to 2 lakhs,Kashmiri,Management/Corporate Professionals,Muslim,real
Sunni,B.Com (Commerce),MNC,INR 2 lakhs to 3 lakhs,Kashmiri,Finance and Accounts,Muslim,real
Sunni,12th,State Government,INR 3 lakhs to 4 lakhs,Kashmiri,Electronics,Muslim,real
Brahmin,BE B.Tech (Engineering),MNC,INR 3 lakhs to 4 lakhs,Kashmiri,Sales/Business Development,Hindu,real
Sunni,ME/M.Tech/MS (Engg/Sciences),Private Sector,INR 4 lakhs to 5 lakhs,Kashmiri,IT,Muslim,real
Brahmin - Bhatt,B.Sc (Science),Private Sector,INR 7 lakhs to 10 lakhs,Kashmiri,Health Care,Hindu,real
Brahmin - Kashmiri Pandit,Engineering,Private Sector,INR 7 lakhs to 10 lakhs,Kashmiri,Human Resource,Hindu,real
Brahmin,MBA/PGDM,MNC,INR 7 lakhs to 10 lakhs,Kashmiri,Marketing and Communications,Hindu,real
Sunni,M.Sc. (Science),Others,Don't wish to specify,Kashmiri,Others,Muslim,real
Catholic,CS (Company Secretary),State Government,INR 1 lakh to 2 lakhs,Konkani,Finance and Accounts,Christian,real
Scheduled Caste,Other Diploma,State Government,INR 1 lakh to 2 lakhs,Konkani,Others,Hindu,real
Goan,BE B.Tech (Engineering),MNC,INR 10 lakhs to 15 lakhs,Konkani,IT,Christian,real
Catholic,MBA/PGDM,Private Sector,INR 10 lakhs to 15 lakhs,Konkani,Management/Corporate Professionals,Christian,real
Catholic,B.Com (Commerce),Private Sector,INR 2 lakhs to 3 lakhs,Konkani,Construction,Christian,real
Bhandari,CA (Chartered Accountant),Others,INR 2 lakhs to 3 lakhs,Konkani,Others,Hindu,real
Brahmin,BE B.Tech (Engineering),Others,INR 2 lakhs to 3 lakhs,Konkani,Sales/Business Development,Hindu,real
Catholic,BE B.Tech (Engineering),Private Sector,INR 20 lakhs to 25 lakhs,Konkani,Merchant Navy,Christian,real
Catholic,B.A. (Arts),MNC,INR 4 lakhs to 5 lakhs,Konkani,Banking/Insurance/Financial Services,Christian,real
Catholic,B.Com (Commerce),Others,INR 4 lakhs to 5 lakhs,Konkani,Business Owner/Entrepreneur,Christian,real
Catholic,B.Com (Commerce),MNC,INR 4 lakhs to 5 lakhs,Konkani,Finance and Accounts,Christian,real
Protestant,BHM (Hotel Management),State Government,INR 4 lakhs to 5 lakhs,Konkani,Hotels/Restaurants,Christian,real
Catholic,Other Diploma,Private Sector,INR 50 thousand to 1 lakh,Konkani,Others,Christian,real
Catholic,BE B.Tech (Engineering),MNC,INR 7 lakhs to 10 lakhs,Konkani,IT,Christian,real
Brahmin -Gowd Saraswat,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Konkani,IT,Hindu,real
Brahmin -Gowd Saraswat,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Konkani,Telecom/ISP,Hindu,real
Others,12th,Others,Don't wish to specify,Konkani,Hotels/Restaurants,Christian,real
Brahmin,B.A. (Arts),Central Government,INR 1 lakh to 2 lakhs,Kumoani,Admin/Secretarial,Hindu,real
Brahmin,BBA/BBM/BBS,Others,INR 10 lakhs to 15 lakhs,Kumoani,Admin/Secretarial,Hindu,real
Vishwakarma,10th,Private Sector,INR 10 lakhs to 15 lakhs,Kumoani,Business Owner/Entrepreneur,Hindu,real
Brahmin,B.Sc (Science),Private Sector,INR 2 lakhs to 3 lakhs,Kumoani,Advertising/Entertainment/Media,Hindu,real
Rajput,B.Sc (Science),Private Sector,INR 3 lakhs to 4 lakhs,Kumoani,Advertising/Entertainment/Media,Hindu,real
Rajput,BE B.Tech (Engineering),Private Sector,INR 4 lakhs to 5 lakhs,Kumoani,IT,Hindu,real
Brahmin - Kumoani,12th,Others,INR 7 lakhs to 10 lakhs,Kumoani,Business Owner/Entrepreneur,Hindu,real
Brahmin,M.Sc. (Science),MNC,INR 7 lakhs to 10 lakhs,Kumoani,IT,Hindu,real
Shewetamber,BE B.Tech (Engineering),Private Sector,INR 50 lakhs and above,Kutchi,IT,Jain,real
Lohana,B.Com (Commerce),Private Sector,Don't wish to specify,Kutchi,Architecture/Design,Hindu,real
Bhumihar Brahmin,MBA/PGDM,Private Sector,INR 2 lakhs to 3 lakhs,Maithili,Finance and Accounts,Hindu,real
Brahmin,B.Com (Commerce),Private Sector,INR 2 lakhs to 3 lakhs,Maithili,Finance and Accounts,Hindu,real
Brahmin - Maithil,MBA/PGDM,Private Sector,INR 4 lakhs to 5 lakhs,Maithili,Education/Training,Hindu,real
Brahmin,BE B.Tech (Engineering),Central Government,INR 4 lakhs to 5 lakhs,Maithili,Government Employee,Hindu,real
Brahmin,MBA/PGDM,MNC,INR 4 lakhs to 5 lakhs,Maithili,Human Resource,Hindu,real
Brahmin - Maithil,BE B.Tech (Engineering),MNC,INR 4 lakhs to 5 lakhs,Maithili,Manufacturing/Engineering/R&D,Hindu,real
Brahmin,Other Diploma,Private Sector,INR 50 thousand to 1 lakh,Maithili,Others,Hindu,real
Brahmin,BHM (Hotel Management),MNC,INR 7 lakhs to 10 lakhs,Maithili,Hotels/Restaurants,Hindu,real
Brahmin - Maithil,MBA/PGDM,MNC,INR 7 lakhs to 10 lakhs,Maithili,Marketing and Communications,Hindu,real
Brahmin,BE B.Tech (Engineering),MNC,Don't wish to specify,Maithili,IT,Hindu,real
Nair,12th,Others,INR 1 lakh to 2 lakhs,Malayalam,Business Owner/Entrepreneur,Hindu,real
Nair,B.A. (Arts),Others,INR 1 lakh to 2 lakhs,Malayalam,Business Owner/Entrepreneur,Hindu,real
Thiyya,B.A. (Arts),State Government,INR 1 lakh to 2 lakhs,Malayalam,Government Employee,Hindu,real
Nair,BBA/BBM/BBS,State Government,INR 1 lakh to 2 lakhs,Malayalam,Government Employee,Hindu,real
Others,Other Diploma,Private Sector,INR 1 lakh to 2 lakhs,Malayalam,Hotels/Restaurants,Christian,real
Ezhava,B.Sc (Science),Private Sector,INR 1 lakh to 2 lakhs,Malayalam,IT,Hindu,real
Kunbi,Engineering,Others,INR 1 lakh to 2 lakhs,Malayalam,IT,Hindu,real
Nair,12th,Private Sector,INR 1 lakh to 2 lakhs,Malayalam,Others,Hindu,real
Nair,Other Diploma,Private Sector,INR 1 lakh to 2 lakhs,Malayalam,Others,Hindu,real
Others,MA (Arts),Private Sector,INR 1 lakh to 2 lakhs,Malayalam,Others,Christian,real
Sunni,12th,Private Sector,INR 1 lakh to 2 lakhs,Malayalam,Sales/Business Development,Muslim,real
Ezhava,B.Sc (Science),Private Sector,INR 10 lakhs to 15 lakhs,Malayalam,Admin/Secretarial,Hindu,real
Others,BE B.Tech (Engineering),Private Sector,INR 10 lakhs to 15 lakhs,Malayalam,Electronics,Christian,real
Ezhava,BE B.Tech (Engineering),MNC,INR 10 lakhs to 15 lakhs,Malayalam,IT,Hindu,real
Ezhava,B.Com (Commerce),MNC,INR 10 lakhs to 15 lakhs,Malayalam,IT,Hindu,real
Catholic,MBA/PGDM,MNC,INR 10 lakhs to 15 lakhs,Malayalam,Management/Corporate Professionals,Christian,real
Ezhava,B.Com (Commerce),Private Sector,INR 10 lakhs to 15 lakhs,Malayalam,Purchase/Logistics/Supply chain,Hindu,real
Nair,B.A. (Arts),Private Sector,INR 10 lakhs to 15 lakhs,Malayalam,Sales/Business Development,Hindu,real
Ezhava,BE B.Tech (Engineering),Private Sector,INR 15 lakhs to 20 lakhs,Malayalam,Oil/Gas,Hindu,real
Protestant,ML/LLM (Law),MNC,INR 15 lakhs to 20 lakhs,Malayalam,Management/Corporate Professionals,Christian,real
Brahmin - Namboodiri,Other Diploma,Others,INR 15 lakhs to 20 lakhs,Malayalam,Travel/Airlines,Hindu,real
Nair,BE B.Tech (Engineering),MNC,INR 15 lakhs to 20 lakhs,Malayalam,IT,Hindu,real
Nair,B.A. (Arts),Private Sector,INR 2 lakhs to 3 lakhs,Malayalam,Admin/Secretarial,Hindu,real
Vishwakarma,MCA/PGDCA,MNC,INR 2 lakhs to 3 lakhs,Malayalam,Banking/Insurance/Financial Services,Hindu,real
Others,Other Diploma,Private Sector,INR 2 lakhs to 3 lakhs,Malayalam,Customer Service/Call Centre/BPO,Christian,real
Nair,B.Sc (Science),MNC,INR 2 lakhs to 3 lakhs,Malayalam,Customer Service/Call Centre/BPO,Hindu,real
Nambiar,B.A. (Arts),Private Sector,INR 2 lakhs to 3 lakhs,Malayalam,Education/Training,Hindu,real
Others,B.Com (Commerce),Private Sector,INR 2 lakhs to 3 lakhs,Malayalam,Education/Training,Christian,real
Others,B.Sc (Science),State Government,INR 2 lakhs to 3 lakhs,Malayalam,Government Employee,Muslim,real
Nair,B.Com (Commerce),MNC,INR 2 lakhs to 3 lakhs,Malayalam,Health Care,Hindu,real
Nair,B.Sc (Science),Private Sector,INR 2 lakhs to 3 lakhs,Malayalam,Health Care,Hindu,real
Brahmin - Iyer,B.Com (Commerce),Private Sector,INR 2 lakhs to 3 lakhs,Malayalam,Health Care,Hindu,real
Nair,BE B.Tech (Engineering),Private Sector,INR 2 lakhs to 3 lakhs,Malayalam,IT,Hindu,real
Nair,BL/LLB/BGL (Law),Others,INR 2 lakhs to 3 lakhs,Malayalam,Legal,Hindu,real
Sia,B.Ed (Education),Private Sector,INR 2 lakhs to 3 lakhs,Malayalam,Others,Muslim,real
Nair,B.A. (Arts),Private Sector,INR 2 lakhs to 3 lakhs,Malayalam,Sales/Business Development,Hindu,real
Nair,B.Com (Commerce),MNC,INR 2 lakhs to 3 lakhs,Malayalam,Finance and Accounts,Hindu,real
Vishwakarma,Other Diploma,Private Sector,INR 20 lakhs to 25 lakhs,Malayalam,Manufacturing/Engineering/R&D,Hindu,real
Vishwakarma,M.Sc. (Science),Central Government,INR 3 lakhs to 4 lakhs,Malayalam,Banking/Insurance/Financial Services,Hindu,real
Vishwakarma,10th,Others,INR 3 lakhs to 4 lakhs,Malayalam,Business Owner/Entrepreneur,Hindu,real
Catholic,B.Com (Commerce),Private Sector,INR 3 lakhs to 4 lakhs,Malayalam,Construction,Christian,real
Mapila,BE B.Tech (Engineering),Private Sector,INR 3 lakhs to 4 lakhs,Malayalam,Electronics,Hindu,real
Ezhuthachan,MBA/PGDM,Private Sector,INR 3 lakhs to 4 lakhs,Malayalam,Export/Import,Hindu,real
Nair,MBA/PGDM,Private Sector,INR 3 lakhs to 4 lakhs,Malayalam,Finance and Accounts,Hindu,real
Nair,Other Diploma,Central Government,INR 3 lakhs to 4 lakhs,Malayalam,Government Employee,Hindu,real
Others,PG Diploma,Private Sector,INR 3 lakhs to 4 lakhs,Malayalam,Hotels/Restaurants,Christian,real
Nair,BHM (Hotel Management),Private Sector,INR 3 lakhs to 4 lakhs,Malayalam,Hotels/Restaurants,Hindu,real
Others,B.Com (Commerce),MNC,INR 3 lakhs to 4 lakhs,Malayalam,Human Resource,Christian,real
Vishwakarma,MCA/PGDCA,MNC,INR 3 lakhs to 4 lakhs,Malayalam,Others,Hindu,real
Ezhava,B.Sc (Science),Others,INR 3 lakhs to 4 lakhs,Malayalam,Others,Hindu,real
Catholic,PG Diploma,MNC,INR 3 lakhs to 4 lakhs,Malayalam,Pharmaceutical/Biotechnology,Christian,real
Nair,BE B.Tech (Engineering),Public Sector,INR 30 lakhs to 40 lakhs,Malayalam,Merchant Navy,Hindu,real
Sunni,Fashion/Design,Others,INR 30 lakhs to 40 lakhs,Malayalam,Others,Muslim,real
Protestant,MBA/PGDM,MNC,INR 4 lakhs to 5 lakhs,Malayalam,Banking/Insurance/Financial Services,Christian,real
Vaniya,Other Diploma,Others,INR 4 lakhs to 5 lakhs,Malayalam,Health Care,Hindu,real
Nair Vaniya/Nair Vilakkithala,B.Com (Commerce),Private Sector,INR 4 lakhs to 5 lakhs,Malayalam,IT,Hindu,real
Ezhava,12th,Private Sector,INR 4 lakhs to 5 lakhs,Malayalam,Marketing and Communications,Hindu,real
Nair,Engineering,Private Sector,INR 4 lakhs to 5 lakhs,Malayalam,Merchant Navy,Hindu,real
Ganiga/Panicker,M.Sc. (Science),Private Sector,INR 4 lakhs to 5 lakhs,Malayalam,Others,Hindu,real
Nair,B.A. (Arts),Others,INR 4 lakhs to 5 lakhs,Malayalam,Others,Hindu,real
Nair,MBA/PGDM,MNC,INR 4 lakhs to 5 lakhs,Malayalam,Sales/Business Development,Hindu,real
Nair,MBA/PGDM,Private Sector,INR 5 lakhs to 7 lakhs,Malayalam,Banking/Insurance/Financial Services,Hindu,real
Sunni,B.Com (Commerce),Others,INR 5 lakhs to 7 lakhs,Malayalam,Finance and Accounts,Muslim,real
Protestant,BPT (Physiotherapy),Private Sector,INR 5 lakhs to 7 lakhs,Malayalam,Health Care,Christian,real
Nair,MA (Arts),Others,INR 50 lakhs and above,Malayalam,Business Owner/Entrepreneur,Hindu,real
Catholic,B.Sc (Science),Private Sector,INR 50 thousand to 1 lakh,Malayalam,Business Owner/Entrepreneur,Christian,real
Ezhava,Other Diploma,Public Sector,INR 50 thousand to 1 lakh,Malayalam,Hotels/Restaurants,Hindu,real
Others,BE B.Tech (Engineering),Private Sector,INR 50 thousand to 1 lakh,Malayalam,Manufacturing/Engineering/R&D,Christian,real
Catholic,BE B.Tech (Engineering),Private Sector,INR 50 thousand to 1 lakh,Malayalam,Oil/Gas,Christian,real
Dheevara,Other Diploma,Private Sector,INR 50 thousand to 1 lakh,Malayalam,Others,Hindu,real
Nair,12th,Private Sector,INR 50 thousand to 1 lakh,Malayalam,Others,Hindu,real
Catholic,Other Diploma,Private Sector,INR 7 lakhs to 10 lakhs,Malayalam,Admin/Secretarial,Christian,real
Catholic,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Malayalam,Admin/Secretarial,Christian,real
Ezhava,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Malayalam,Business Owner/Entrepreneur,Hindu,real
Catholic,MBA/PGDM,Private Sector,INR 7 lakhs to 10 lakhs,Malayalam,Finance and Accounts,Christian,real
Others,BE B.Tech (Engineering),Private Sector,INR 7 lakhs to 10 lakhs,Malayalam,IT,Christian,real
Nambiar,MCA PGDCA part time,MNC,INR 7 lakhs to 10 lakhs,Malayalam,IT,Hindu,real
Brahmin,MCA/PGDCA,MNC,INR 7 lakhs to 10 lakhs,Malayalam,IT,Hindu,real
Nair,MCA/PGDCA,MNC,INR 7 lakhs to 10 lakhs,Malayalam,Management/Corporate Professionals,Hindu,real
Catholic,Other Diploma,Others,INR 7 lakhs to 10 lakhs,Malayalam,Oil/Gas,Christian,real
Nair,MBA/PGDM,MNC,INR 7 lakhs to 10 lakhs,Malayalam,Sales/Business Development,Hindu,real
Vishwakarma,B.A. (Arts),Private Sector,INR 7 lakhs to 10 lakhs,Malayalam,Sales/Business Development,Hindu,real
Nair,Masters,Others,Don't wish to specify,Malayalam,Marketing and Communications,Hindu,real
Nair,M.Arch. (Architecture),MNC,Don't wish to specify,Malayalam,Architecture/Design,Hindu,real
Protestant,BE B.Tech (Engineering),Others,Don't wish to specify,Malayalam,Business Owner/Entrepreneur,Christian,real
Sunni,MA (Arts),Private Sector,Don't wish to specify,Malayalam,Construction,Muslim,real
Guptan,MBA/PGDM,MNC,Don't wish to specify,Malayalam,Finance and Accounts,Hindu,real
Catholic,B.Sc (Science),Private Sector,Don't wish to specify,Malayalam,Hotels/Restaurants,Christian,real
Nair,MBA/PGDM,MNC,Don't wish to specify,Malayalam,Management/Corporate Professionals,Hindu,real
Catholic,MBA/PGDM,MNC,Don't wish to specify,Malayalam,Management/Corporate Professionals,Christian,real
Protestant,BE B.Tech (Engineering),MNC,Don't wish to specify,Malayalam,Manufacturing/Engineering/R&D,Christian,real
Orthodox,B.A. (Arts),Private Sector,Don't wish to specify,Malayalam,Manufacturing/Engineering/R&D,Christian,real
Orthodox,B.A. (Arts),Not Working,Don't wish to specify,Malayalam,Non Working,Christian,real
Sunni,12th,Private Sector,Don't wish to specify,Malayalam,Others,Muslim,real
Nair,Engineering,Private Sector,Don't wish to specify,Malayalam,Others,Hindu,real
Ezhava,Other Diploma,Others,Don't wish to specify,Malayalam,Real Estate,Hindu,real
Ezhava,B.A. (Arts),MNC,Don't wish to specify,Malayalam,Sales/Business Development,Hindu,real
Ezhava,MBA/PGDM,Private Sector,Don't wish to specify,Malayalam,Management/Corporate Professionals,Hindu,real
Ezhava,B.Com (Commerce),Private Sector,Don't wish to specify,Malayalam,Finance and Accounts,Hindu,real
Others,MBA/PGDM,Private Sector,Don't wish to specify,Malayalam,Finance and Accounts,Muslim,real
Nair,MBA/PGDM,Private Sector,Don't wish to specify,Malayalam,Finance and Accounts,Hindu,real
Ezhava,ME/M.Tech/MS (Engg/Sciences),Private Sector,Don't wish to specify,Malayalam,Loss Prevention Manager,Hindu,real
Dheevara,MBA/PGDM,Private Sector,INR Under 50 thousand,Malayalam,Marketing and Communications,Hindu,real
Brahmin - Daivadnya,B.Com (Commerce),Private Sector,INR 1 lakh to 2 lakhs,Marathi,Admin/Secretarial,Hindu,real
Brahmin,B.Com (Commerce),MNC,INR 1 lakh to 2 lakhs,Marathi,Admin/Secretarial,Hindu,real
Maratha,MBA/PGDM,Private Sector,INR 1 lakh to 2 lakhs,Marathi,Banking/Insurance/Financial Services,Hindu,real
Mali,Engineering,Central Government,INR 1 lakh to 2 lakhs,Marathi,Banking/Insurance/Financial Services,Hindu,real
Maratha,B.Com (Commerce),Private Sector,INR 1 lakh to 2 lakhs,Marathi,Banking/Insurance/Financial Services,Hindu,real
Brahmin,Other Diploma,Others,INR 1 lakh to 2 lakhs,Marathi,Business Owner/Entrepreneur,Hindu,real
Maratha,Arts/Graphic Designing,State Government,INR 1 lakh to 2 lakhs,Marathi,Customer Service/Call Centre/BPO,Hindu,real
